ID,UNIVESITY,URL,CODE,NAME,CODE,SCORE,METHOD
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Kế toán,ACT03,"A00, A01, D01, D07, XDHB",26,Học bạ; Kế toán Sunderland
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Công nghệ thông tin,IT01,"A00, A01, D01, D07, XDHB",29.79,Học bạ
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Quản trị kinh doanh,BUS04,"A00, A01, D01, D07, XDHB",26,Quản trị kinh doanh CityU; Học bạ
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Quản trị kinh doanh,BUS05,"A00, A01, D01, D07, XDHB",27.2,Marketing số Coventry; Học bạ
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Kinh doanh quốc tế,IB02,"A01, D01, D07, D09, XDHB",29.8,Logistics và quản lý chuỗi cung ứng; Học bạ
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Ngân hàng,BANK04,"A00, A01, D01, D07, XDHB",27.2,Tài chính- Ngân hàng Sunderland; Học bạ
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Ngân hàng,BANK05,"A00, A01, D01, D07, XDHB",26,Học bạ; Ngân hàng và Tài chính QT Coventry
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Kinh doanh quốc tế,IB03,"A00, A01, D01, D07, XDHB",27.2,Học bạ; Kinh doanh quốc tế Coventry
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Ngân hàng,BANK01,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội; Ngân hàng CLC
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Ngân hàng,BANK02,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Ngân hàng,BANK03,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội; Ngân hàng số*
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Ngân hàng,BANK04,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội; Tài chính- Ngân hàng Sunderland
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Ngân hàng,BANK05,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội; Ngân hàng và Tài chính QT Coventry
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Tài chính,FIN01,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội; Tài chính CLC
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Tài chính,FIN02,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Tài chính,FIN03,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội; Công nghệ tài chính*
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Kế toán,ACT01,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội; Kế toán CLC
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Kế toán,ACT02,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Kế toán,ACT03,DGNLQGHN,19,Kế toán Sunderland; Đánh giá năng lực Đại học Quốc gia Hà Nội
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Quản trị kinh doanh,BUS01,DGNLQGHN,19,Quản trị kinh doanh CLC	; Đánh giá năng lực Đại học Quốc gia Hà Nội
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Quản trị kinh doanh,BUS02,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Quản trị kinh doanh,BUS03,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội; Quản trị du lịch*
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Quản trị kinh doanh,BUS04,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội; Quản trị kinh doanh CityU
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Quản trị kinh doanh,BUS05,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội; Marketing số Coventry
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Kinh doanh quốc tế,IB01,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Kinh doanh quốc tế,IB02,DGNLQGHN,19,Logistics và quản lý chuỗi cung ứng*; Đánh giá năng lực Đại học Quốc gia Hà Nội
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Kinh doanh quốc tế,IB03,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội; Kinh doanh quốc tế Coventry
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Ngôn ngữ Anh,FL01,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Luật,LAW01,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Luật,LAW02,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Kinh tế,ECON01,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Hệ thống thông tin quản lý,MIS01,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Công nghệ thông tin,IT01,DGNLQGHN,19,Đánh giá năng lực Đại học Quốc gia Hà Nội
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Ngân hàng,BANK02,"A00, A01, D01, D07",25.7,Tốt nghiệp THPT
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Ngân hàng,BANK03,"A00, A01, D01, D07",25.56,Tốt nghiệp THPT; Ngân hàng số*
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Tài chính,FIN02,"A00, A01, D01, D07",26.05,Tốt nghiệp THPT
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Tài chính,FIN03,"A00, A01, D01, D07",25.5,Tốt nghiệp THPT; Công nghệ tài chính*
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Kế toán,ACT02,"A00, A01, D01, D07",25.8,Tốt nghiệp THPT
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Quản trị kinh doanh,BUS03,"A00, D01, D07, D09",24.5,Tốt nghiệp THPT; Quản trị du lịch
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Kinh doanh quốc tế,IB01,"A01, D01, D07, D09",26.4,Tốt nghiệp THPT
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Kinh doanh quốc tế,IB02,"A01, D01, D07, D09",26.45,Tốt nghiệp THPT; Logistics và quản lý chuỗi cung ứng
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Luật,LAW01,"A00, A01, D01, D07",25.52,Tốt nghiệp THPT
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Luật,LAW02,"C00, D14, D15, C03",26.5,Tốt nghiệp THPT
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Kinh tế,ECON01,"A01, D01, D07, D09",25.65,Tốt nghiệp THPT
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Ngôn ngữ Anh,FL01,"A01, D01, D07, D09",24.9,Tốt nghiệp THPT
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Hệ thống thông tin quản lý,MIS01,"A00, A01, D01, D07",25.55,Tốt nghiệp THPT
BA ,Học Viện Ngân Hàng,https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,Công nghệ thông tin,IT01,"A00, A01, D01, D07",25.1,Tốt nghiệp THPT
TDU ,Đại học Thành Đô,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thanh-do/,?,?,?,?,
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Quản lý tài nguyên và môi trường,7850101,"A00, B00, A01, D07",14,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Công nghệ kỹ thuật môi trường,7510406,"A00, B00, A01, D07",14,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Công nghệ kỹ thuật xây dựng,7510103,"A00, A01, D07",15,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Nuôi trồng thuỷ sản,7620301,"A00, B00, A01, D07",14,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Công nghệ thực phẩm,7540101,"A00, B00, A01, D07",15,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Khoa học cây trồng,7620110,"A00, B00, A01, D07",14,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Quản trị kinh doanh,7340101,"A00, A01, D01, D07",15,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Công nghệ thông tin,7480201,"A00, A01, D01, D07",17.5,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Công nghệ sinh học,7420201,"A00, B00, A01, D07",14,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Sư phạm Toán học,7140209,"A00, A01, D01, D07",24.44,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Ngôn ngữ Anh,7220201,"D01, D14, D15",15,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Chăn nuôi,7620105,"A00, B00, A01, D07",14,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Kế toán,7340301,"A00, A01, D01, D07",15,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Luật,7380101,"A00, D01, C00, D14",15,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Quản lý tài nguyên và môi trường,7850101,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Công nghệ kỹ thuật môi trường,7510406,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Công nghệ kỹ thuật xây dựng,7510103,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Nuôi trồng thuỷ sản,7620301,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Công nghệ thực phẩm,7540101,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Khoa học cây trồng,7620110,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Quản trị kinh doanh,7340101,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Công nghệ thông tin,7480201,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Công nghệ sinh học,7420201,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Sư phạm Toán học,7140209,DGNLHCM,710,Đánh giá năng lực TPHCM; Học lực cả năm lớp 12 đạt loại giỏi trở lên
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Ngôn ngữ Anh,7220201,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Chăn nuôi,7620105,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Kế toán,7340301,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Luật,7380101,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Quản lý tài nguyên và môi trường,7850101,"D15, C20, B04, A09, XDHB",16,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Công nghệ kỹ thuật môi trường,7510406,"C04, A09, C14, A07, XDHB",15,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Công nghệ kỹ thuật xây dựng,7510103,"A00, A01, D01, D07, XDHB",16,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Nuôi trồng thuỷ sản,7620301,"A00, B00, B02, C08, XDHB",15,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Công nghệ thực phẩm,7540101,"A00, B00, A01, D07, XDHB",16,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Khoa học cây trồng,7620110,"A00, A02, B04, C13, XDHB",15,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Quản trị kinh doanh,7340101,"A00, A01, D01, D07, XDHB",16,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Công nghệ thông tin,7480201,"A00, A01, D01, D07, XDHB",16,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Công nghệ sinh học,7420201,"B04, C13, B02, A11, XDHB",15,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Sư phạm Toán học,7140209,"A00, A01, D01, D07, XDHB",24,Học lực cả năm lớp 12 đạt loại giỏi trở lên; Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Ngôn ngữ Anh,7220201,"D01, D14, D15, D09, XDHB",16,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Chăn nuôi,7620105,"A00, B00, B02, C08, XDHB",15,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Kế toán,7340301,"A00, A01, D01, D07, XDHB",16,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Luật,7380101,"A00, D01, C00, D14, XDHB",16,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Tài chính - Ngân hàng,7340201,"A00, A01, D01, C01",15,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Tài chính - Ngân hàng,7340201,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Tài chính - Ngân hàng,7340201,"A00, A01, D01, C01, XDHB",16,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Tiếng Việt và văn hoá Việt Nam,7220101,"D01, C00, D14, D15",15,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Tiếng Việt và văn hoá Việt Nam,7220101,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Tiếng Việt và văn hoá Việt Nam,7220101,"D01, C00, D14, D15, XDHB",16,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Du lịch,7810101,"D01, D14, D15, C20",15,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Du lịch,7810101,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Du lịch,7810101,"D01, D14, D15, C20, XDHB",16,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Kỹ thuật điều khiển và tự động hoá,7520216,"A00, A01, D01, C01",15,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Kỹ thuật điều khiển và tự động hoá,7520216,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Kỹ thuật điều khiển và tự động hoá,7520216,"A00, A01, D01, C01, XDHB",16,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Giáo dục Tiểu học,7140202,"A00, D01, C20, C02, XDHB",24,Học lực cả năm lớp 12 đạt loại giỏi trở lên; Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Công nghệ kỹ thuật ô tô,7510205,"A00, A01, D01, C01, XDHB",16,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Giáo dục Tiểu học,7140202,DGNLHCM,710,Đánh giá năng lực TPHCM; Học lực cả năm lớp 12 đạt loại giỏi trở lên
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Công nghệ kỹ thuật ô tô,7510205,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Giáo dục Tiểu học,7140202,"A00, A01, D02, D20",26.04,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Công nghệ kỹ thuật ô tô,7510205,"A00, A01, D01, C01",15,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Kinh doanh quốc tế,7340120,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Kinh doanh nông nghiệp,7520114,DGNLHCM,550,Đánh giá năng lực TPHCM
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Kinh doanh quốc tế,7340120,"A00, A01, D01, D07, XDHB",16,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Kinh doanh nông nghiệp,7520114,"A00, B03, D01, C02, XDHB",15,Xét học bạ
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Kinh doanh quốc tế,7340120,"A00, A01, D01, D07",15,Tốt nghiệp THPT
KGU ,Đại học Kiên Giang,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,Kinh doanh nông nghiệp,7520114,"A00, B03, D01, C02",14,Tốt nghiệp THPT
UKH ,Đại học Khánh Hòa,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-khanh-hoa/,?,?,?,?,
HMU ,Đại Học Y Hà Nội,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-ha-noi/,Kỹ thuật xét nghiệm y học,7720601,B00,24.85,Tốt nghiệp THPT
HMU ,Đại Học Y Hà Nội,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-ha-noi/,Y học cổ truyền,7720115,B00,24.77,Tốt nghiệp THPT
HMU ,Đại Học Y Hà Nội,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-ha-noi/,Răng - Hàm - Mặt,7720501,B00,27.5,Tốt nghiệp THPT
HMU ,Đại Học Y Hà Nội,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-ha-noi/,Y tế công cộng,7720701,B00,20.7,Tốt nghiệp THPT
HMU ,Đại Học Y Hà Nội,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-ha-noi/,Y học dự phòng,7720110,B00,22.3,Tốt nghiệp THPT
HMU ,Đại Học Y Hà Nội,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-ha-noi/,Điều dưỡng,7720301,B00,24,Tốt nghiệp THPT; Chương trình tiên tiến
HMU ,Đại Học Y Hà Nội,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-ha-noi/,Y khoa,7720101,B00,27.73,Tốt nghiệp THPT
HMU ,Đại Học Y Hà Nội,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-ha-noi/,Y khoa,7720101_AP,B00,26,Tốt nghiệp THPT
HMU ,Đại Học Y Hà Nội,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-ha-noi/,Dinh dưỡng,7720401,B00,23.19,Tốt nghiệp THPT
HMU ,Đại Học Y Hà Nội,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-ha-noi/,Khúc xạ nhãn khoa,7720699,B00,25.4,Tốt nghiệp THPT
HMU ,Đại Học Y Hà Nội,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-ha-noi/,Răng - Hàm - Mặt,7720501_AP,B00,25.5,Tốt nghiệp THPT; Kết hợp chứng chỉ Quốc tế
HMU ,Đại Học Y Hà Nội,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-ha-noi/,Điều dưỡng,7720301_AP,B00,21,Tốt nghiệp THPT; Chương trình tiên tiến kết hợp chứng chỉ ngoại ngữ
HMU ,Đại Học Y Hà Nội,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-ha-noi/,Kỹ thuật phục hồi chức năng,7720603,B00,22.7,Tốt nghiệp THPT
HMU ,Đại Học Y Hà Nội,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-ha-noi/,Y khoa,7720101YHT,B00,26.39,Tốt nghiệp THPT; Phân hiệu Thanh Hóa
HMU ,Đại Học Y Hà Nội,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-ha-noi/,Y khoa,7720101YHT_AP,B00,24.25,Tốt nghiệp THPT; Phân hiệu Thanh Hóa kết hợp chứng chỉ ngoại ngữ quốc tế
HMU ,Đại Học Y Hà Nội,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-ha-noi/,Điều dưỡng,7720301YHT,B00,19,Tốt nghiệp THPT; Phân hiệu Thanh Hóa
VMU ,Đại Học Y Khoa Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-khoa-vinh/,?,?,?,?,
BVC ,Cao Đẳng Bách Việt,https://huongnghiep.hocmai.vn/diem-truong/cao-dang-bach-viet/,?,?,?,?,
LVC ,Cao Đẳng Lạc Việt,https://huongnghiep.hocmai.vn/diem-truong/cao-dang-lac-viet/,?,?,?,?,
FTEC ,"Cao Đẳng Kinh tế, Kỹ thuật và Thủy Sản",https://huongnghiep.hocmai.vn/diem-truong/cao-dang-kinh-te-ky-thuat-va-thuy-san/,?,?,?,?,
